"800","001A4BBE56B61ED188B15E71BCF9DD90","001A4BBE56B61ED188B15E71BCF97D90","0000000010","001A4BBE56B61ED188B04D6484B59D22","00000000000000000000000000000000","MXN","1604777.78","1588888.89","15888.89"
"800","001A4BBE56B61ED188B15E736A3FDD90","001A4BBE56B61ED188B15E71BCF97D90","0000000020","001A4BBE56B61ED188B04D6484D1BD22","00000000000000000000000000000000","MXN","80800.00","80000.00","800.00"
"800","001A4BBE56B61ED188B15E736A401D90","001A4BBE56B61ED188B15E71BCF97D90","0000000030","001A4BBE56B61ED188B04D6484B59D22","00000000000000000000000000000000","MXN","3209555.56","3177777.78","31777.78"
"800","001A4BBE56B61ED188B15E736A405D90","001A4BBE56B61ED188B15E71BCF97D90","0000000040","001A4BBE56B61ED188B04D6484D1BD22","00000000000000000000000000000000","MXN","80800.00","80000.00","800.00"
"800","001A4BBE56B61ED188B15E6E5AB0BD90","001A4BBE56B61ED188B15E6E5AB05D90","0000000010","001A4BBE56B61ED188B04D6484AB9D22","001A4BBE56B61ED188B15E6E5AB0DD90","EUR","742.73","735.38","7.35"
"800","001A4BBE56B61ED188B15E69626F5D90","001A4BBE56B61ED188B15E69626EFD90","0000000010","001A4BBE56B61ED188B04D6484B59D22","00000000000000000000000000000000","MXN","1604777.78","1588888.89","15888.89"
"800","001A4BBE56B61ED188B15E660D21BD90","001A4BBE56B61ED188B15E660D215D90","0000000010","001A4BBE56B61ED188B04D6484AB9D22","00000000000000000000000000000000","EUR","742.73","735.38","7.35"
"800","001A4BBE56B61ED188B15E736A409D90","001A4BBE56B61ED188B15E71BCF97D90","0000000050","001A4BBE56B61ED188B04D6484B59D22","001A4BBE56B61ED188B15E736A40BD90","MXN","4814333.34","4766666.67","47666.67"
"800","001A4BBE56B61ED188B15E6E5AB13D90","001A4BBE56B61ED188B15E6E5AB05D90","0000000020","001A4BBE56B61ED188B04D6484C7BD22","001A4BBE56B61ED188B15E6E5AB15D90","EUR","40.40","40.00","0.40"
"800","001A4BBE56B61ED188B15E660D21FD90","001A4BBE56B61ED188B15E660D215D90","0000000020","001A4BBE56B61ED188B04D6484C7BD22","00000000000000000000000000000000","EUR","40.40","40.00","0.40"
"800","001A4BBE56B61ED188B15E69626F9D90","001A4BBE56B61ED188B15E69626EFD90","0000000020","001A4BBE56B61ED188B04D6484D1BD22","001A4BBE56B61ED188B15E69626FBD90","MXN","80800.00","80000.00","800.00"
"800","001A4BBE56B61ED188B15E736A411D90","001A4BBE56B61ED188B15E71BCF97D90","0000000060","001A4BBE56B61ED188B04D6484D1BD22","001A4BBE56B61ED188B15E736A413D90","MXN","80800.00","80000.00","800.00"
"800","001A4BBE56B61ED188B15E6E5AB1BD90","001A4BBE56B61ED188B15E6E5AB05D90","0000000030","001A4BBE56B61ED188B04D6484E47D22","001A4BBE56B61ED188B15E6E5AB15D90","EUR","38.82","38.44","0.38"
"800","001A4BBE56B61ED188B15E660D223D90","001A4BBE56B61ED188B15E660D215D90","0000000030","001A4BBE56B61ED188B04D6484E47D22","00000000000000000000000000000000","EUR","38.82","38.44","0.38"
"800","001A4BBE56B61ED188B15E6962701D90","001A4BBE56B61ED188B15E69626EFD90","0000000030","001A4BBE56B61ED188B04D6484B59D22","001A4BBE56B61ED188B15E6962703D90","MXN","3209555.56","3177777.78","31777.78"
"800","001A4BBE56B61ED188B15E736A419D90","001A4BBE56B61ED188B15E71BCF97D90","0000000070","001A4BBE56B61ED188B04D6484B59D22","001A4BBE56B61ED188B15E736A413D90","MXN","3209555.56","3177777.78","31777.78"
"800","001A4BBE56B61ED188B15E6E5AB1FD90","001A4BBE56B61ED188B15E6E5AB05D90","0000000040","001A4BBE56B61ED188B04D6484AB9D22","001A4BBE56B61ED188B15E6E5AB15D90","EUR","1485.47","1470.76","14.71"
"800","001A4BBE56B61ED188B15E660D227D90","001A4BBE56B61ED188B15E660D215D90","0000000040","001A4BBE56B61ED188B04D6484AB9D22","001A4BBE56B61ED188B15E660D229D90","EUR","1485.47","1470.76","14.71"
"800","001A4BBE56B61ED188B15E6962709D90","001A4BBE56B61ED188B15E69626EFD90","0000000040","001A4BBE56B61ED188B04D6484D1BD22","001A4BBE56B61ED188B15E696270BD90","MXN","80800.00","80000.00","800.00"
"800","001A4BBE56B61ED188B15E6E5AB23D90","001A4BBE56B61ED188B15E6E5AB05D90","0000000050","001A4BBE56B61ED188B04D6484C7BD22","001A4BBE56B61ED188B15E6E5AB25D90","EUR","60.60","60.00","0.60"
