"800","001A4BBE56B61ED188B16241B3435D93","001A4BBE56B61ED188B16241B3413D93","0000000060","001A4BBE56B61ED188B04D6484B59D22","001A4BBE56B61ED188B16241B3423D93","EUR","1604777.78","1588888.89","15888.89",""
"800","001A4BBE56B61ED188B16258A175DD93","001A4BBE56B61ED188B16258A174FD93","0000000020","001A4BBE56B61ED188B04D6484C71D22","001A4BBE56B61ED188B16258A175FD93","EUR","60.60","60.00","0.60",""
"800","001A4BBE56B61ED188B1625E59D29D93","001A4BBE56B61ED188B1625E59CF7D93","0000000090","001A4BBE56B61ED188B04D6484B77D22","001A4BBE56B61ED188B1625E59D1FD93","EUR","813.43","805.38","8.05",""
"800","001A4BBE56B61ED188B1626547EADD93","001A4BBE56B61ED188B1626547E8BD93","0000000050","001A4BBE56B61ED188B04D6484B4FD22","001A4BBE56B61ED188B1626547EA7D93","EUR","1021.88","1011.76","10.12",""
"800","001A4BBE56B61ED188B16258A17D1D93","001A4BBE56B61ED188B16258A17ABD93","0000000070","001A4BBE56B61ED188B04D6484B63D22","001A4BBE56B61ED188B16258A17C3D93","EUR","644.84","638.46","6.38",""
"800","001A4BBE56B61ED188B16241B3497D93","001A4BBE56B61ED188B16241B3489D93","0000000030","001A4BBE56B61ED188B04D6484C2BD22","001A4BBE56B61ED188B16241B3499D93","EUR","306.64","303.60","3.04",""
"800","001A4BBE56B61ED188B1625E59D71D93","001A4BBE56B61ED188B1625E59D63D93","0000000030","001A4BBE56B61ED188B04D6484B77D22","001A4BBE56B61ED188B1625E59D73D93","EUR","271.14","268.46","2.68",""
"800","001A4BBE56B61ED188B1623AC9761D93","001A4BBE56B61ED188B1623AC9753D93","0000000030","001A4BBE56B61ED188B04D6484D2FD22","001A4BBE56B61ED188B1623AC9763D93","EUR","7040.30","6970.59","69.71",""
"800","001A4BBE56B61ED188B1626547F81D93","001A4BBE56B61ED188B1626547F5FD93","0000000070","001A4BBE56B61ED188B04D6484CFDD22","001A4BBE56B61ED188B1626547F77D93","EUR","5.36","5.31","0.05",""
"800","001A4BBE56B61ED188B16258A17EBD93","001A4BBE56B61ED188B16258A17E1D93","0000000020","001A4BBE56B61ED188B04D6484C21D22","001A4BBE56B61ED188B16258A17EDD93","EUR","825.16","816.99","8.17",""
