"800","001A4BBE56B61ED188B16252D9681D93","0500001000","001A4BBE56B61ED188B04D64847E9D22","20111113105457.0000000","001A4BBE56B61ED188B04D64847E9D22","20111113105457.0000000","X","X","001A4BBE56B61ED188B16252D9683D93","001A4BBE56B61ED188B04D64847E9D22","EUR","19594.18","19400.19","193.99","N","",""
"800","001A4BBE56B61ED188B16258A19A9D93","0500001250","001A4BBE56B61ED188B04D64847E9D22","20110813095457.0000000","001A4BBE56B61ED188B04D64847E9D22","20110813095457.0000000","X","X","001A4BBE56B61ED188B16258A19ABD93","001A4BBE56B61ED188B04D64847E9D22","EUR","19594.18","19400.19","193.99","N","",""
"800","001A4BBE56B61ED188B1626547E45D93","0500001750","001A4BBE56B61ED188B04D64847E9D22","20110210105457.0000000","001A4BBE56B61ED188B04D64847E9D22","20110210105457.0000000","X","X","001A4BBE56B61ED188B1626547E47D93","001A4BBE56B61ED188B04D64847E9D22","EUR","19594.18","19400.19","193.99","N","",""
"800","001A4BBE56B61ED188B16252D96C3D93","0500001001","001A4BBE56B61ED188B04D6484809D22","20111114105457.0000000","001A4BBE56B61ED188B04D6484809D22","20111114105457.0000000","X","X","001A4BBE56B61ED188B16252D96C5D93","001A4BBE56B61ED188B04D6484809D22","EUR","3727290.26","3690386.38","36903.88","N","",""
"800","001A4BBE56B61ED188B16258A19EBD93","0500001251","001A4BBE56B61ED188B04D6484809D22","20110814095457.0000000","001A4BBE56B61ED188B04D6484809D22","20110814095457.0000000","X","X","001A4BBE56B61ED188B16258A19EDD93","001A4BBE56B61ED188B04D6484809D22","EUR","3727290.26","3690386.38","36903.88","N","",""
"800","001A4BBE56B61ED188B1625E59EE5D93","0500001500","001A4BBE56B61ED188B04D64847E9D22","20110513095457.0000000","001A4BBE56B61ED188B04D64847E9D22","20110513095457.0000000","X","X","001A4BBE56B61ED188B1625E59EE7D93","001A4BBE56B61ED188B04D64847E9D22","EUR","19594.18","19400.19","193.99","N","",""
"800","001A4BBE56B61ED188B16258A1A29D93","0500001252","001A4BBE56B61ED188B04D6484839D22","20110815095457.0000000","001A4BBE56B61ED188B04D6484839D22","20110815095457.0000000","X","X","001A4BBE56B61ED188B16258A1A2BD93","001A4BBE56B61ED188B04D6484839D22","EUR","23593.21","23359.61","233.60","N","",""
"800","001A4BBE56B61ED188B16252D9701D93","0500001002","001A4BBE56B61ED188B04D6484839D22","20111115105457.0000000","001A4BBE56B61ED188B04D6484839D22","20111115105457.0000000","X","X","001A4BBE56B61ED188B16252D9703D93","001A4BBE56B61ED188B04D6484839D22","EUR","23593.21","23359.61","233.60","N","",""
"800","001A4BBE56B61ED188B1626547E8BD93","0500001751","001A4BBE56B61ED188B04D6484809D22","20110211105457.0000000","001A4BBE56B61ED188B04D6484809D22","20110211105457.0000000","X","X","001A4BBE56B61ED188B1626547E8DD93","001A4BBE56B61ED188B04D6484809D22","EUR","3727290.26","3690386.38","36903.88","N","",""
"800","001A4BBE56B61ED188B1625E59F27D93","0500001501","001A4BBE56B61ED188B04D6484809D22","20110514095457.0000000","001A4BBE56B61ED188B04D6484809D22","20110514095457.0000000","X","X","001A4BBE56B61ED188B1625E59F29D93","001A4BBE56B61ED188B04D6484809D22","EUR","3727290.26","3690386.38","36903.88","N","",""
